name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3,genre_drama,genre_action,genre_romance,genre_comedy,genre_crime,genre_thriller,genre_family,genre_musical,genre_adventure,genre_mystery,genre_horror,genre_fantasy,director_top,runtime
376 D,,128 min,"Crime, Thriller",5.7,252.0,Gunveen Kaur,Robin Sikarwar,Vivek Kumar,Deeksha Joshi,0,0,0,0,1,1,0,0,0,0,0,0,other,
377 AbNormal,,93 min,Drama,5.6,93.0,Faruk Kabir,Muntazir Ahmad,Shashank Arora,Mohd. Zeeshan Ayyub,1,0,0,0,0,0,0,0,0,0,0,0,other,
3D Saamri,,102 min,Horror,5.6,80.0,Shyam Ramsay,Tulsi Ramsay,Rajan Sippy,Arti Gupta,0,0,0,0,0,0,0,0,0,0,1,0,Shyam Ramsay,
3G: A Killer Connection,,125 min,"Horror, Sci-Fi, Thriller",3.6,,Sheershak Anand,Shantanu Ray Chhibber,Neil Nitin Mukesh,Sonal Chauhan,0,0,0,0,0,1,0,0,0,0,1,0,other,
3rd EYE,,145 min,Horror,6.3,6.0,Sanjay Niranjan,Deepak Bhatia,Mukul Dev,Sakshi Dwivedi,0,0,0,0,0,0,0,0,0,0,1,0,other,
404: Error Not Found,,121 min,"Drama, Mystery, Thriller",7.3,,Prawaal Raman,Rajvvir Aroraa,Imaaduddin Shah,Nishikant Kamat,1,0,0,0,0,1,0,0,0,1,0,0,other,
417 Miles,,75 min,Drama,4.8,9.0,Mainak Dhar,Marilia Colturato,Kyara Jacob,Kyara Ralella Jacob,1,0,0,0,0,0,0,0,0,0,0,0,other,
42 Kms.,,,"Drama, Sport",3.9,14.0,Nisha Chainani,Mandira Bedi,Bikram Saluja,Sammir Dattani,1,0,0,0,0,0,0,0,0,0,0,0,other,
498A-The Wedding Gift,,113 min,"Drama, Family, Musical",7.8,21.0,Suhaib Ilyasi,Srishti Gautam,Farida Jalal,Supriya Karnik,1,0,0,0,0,0,1,1,0,0,0,0,other,
5 Ghantey Mien 5 Crore,,111 min,Thriller,5.7,75.0,Faisal Saif,Nassar Abdulla,Shawar Ali,Rashid Khan,0,0,0,0,0,1,0,0,0,0,0,0,other,
5 Rifles,,134 min,"Action, Comedy",6.5,36.0,I.S. Johar,Rakesh Khanna,Rajesh Khanna,Ambika Johar,0,1,0,1,0,0,0,0,0,0,0,0,other,
50 Lakh,,,"Comedy, Thriller",6.5,82.0,Chandra Sekhar Yeleti,Pawan Malhotra,Mohit Chadha,Veerendra Chauhan,0,0,0,1,0,1,0,0,0,0,0,0,other,
5ters: Castle of Dark Master,,110 min,"Action, Adventure, Fantasy",4.6,19.0,G. Venugopal,Akash,Avinash,Gagan,0,1,0,0,0,0,0,0,1,0,0,1,other,
6.40 PM,,,,5.4,5.0,Mani Kaul,,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
6-5=2,,104 min,Horror,4.2,171.0,Bharat Jain,Prashantt Guptha,Gaurav Paswala,Gaurav Kothari,0,0,0,0,0,0,0,0,0,0,1,0,other,
68 Pages,,92 min,Drama,6.2,31.0,Sridhar Rangayan,Mouli Ganguly,Joy Sengupta,Jayati Bhatia,1,0,0,0,0,0,0,0,0,0,0,0,other,
7 1/2 Phere: More Than a Wedding,,136 min,"Comedy, Drama",5.3,281.0,Ishaan Trivedi,Juhi Chawla,Irrfan Khan,Manoj Pahwa,1,0,0,1,0,0,0,0,0,0,0,0,other,
7 Bijliyaan,,126 min,Action,5.0,7.0,Raju Saigal,Tina Ambani,Shoma Anand,Krishan Dhawan,0,1,0,0,0,0,0,0,0,0,0,0,other,
7 Days,,,"Action, Drama",3.4,10.0,Sunil Kumar,Arvind Singh,Channa Ruparel,Avtar Gill,1,1,0,0,0,0,0,0,0,0,0,0,other,
7 Hours to Go,,115 min,"Crime, Thriller",5.7,398.0,Saurabh Varma,Sandeepa Dhar,Natasa Stankovic,Shiv Panditt,0,0,0,0,1,1,0,0,0,0,0,0,other,
7 Islands and a Metro,,100 min,Documentary,6.2,10.0,Dutta Madhusree,Vibha Chhibber,Harish Khanna,Om Prakash,0,0,0,0,0,0,0,0,0,0,0,0,other,
7 Khoon Maaf,,137 min,"Drama, Mystery, Thriller",6.1,,Vishal Bhardwaj,Priyanka Chopra Jonas,Vivaan Shah,Neil Nitin Mukesh,1,0,0,0,0,1,0,0,0,1,0,0,other,
7 Saal Baad,,127 min,"Drama, Horror, Musical",4.1,34.0,S.U. Syed,Sharmila Tagore,Suresh Oberoi,Navin Nischol,1,0,0,0,0,0,0,1,0,0,1,0,other,
706,,120 min,Thriller,5.3,449.0,Shravankumar Tiwari,Mohan Agashe,Raayo S. Bakhirta,Divya Dutta,0,0,0,0,0,1,0,0,0,0,0,0,other,
72 Hours: Martyr Who Never Died,,130 min,"Action, Biography, Drama",5.3,249.0,Avinash Dhyani,Avinash Dhyani,Yeshi Dema,Alka Amin,1,1,0,0,0,0,0,0,0,0,0,0,other,
8 x 10 Tasveer,,122 min,"Action, Fantasy, Mystery",5.4,,Nagesh Kukunoor,Akshay Kumar,Ayesha Takia,Javed Jaffrey,0,1,0,0,0,0,0,0,0,1,0,1,other,
8119 Miles,,115 min,"Adventure, Drama, Mystery",6.6,21.0,Joe Eshwar,Ranji Vijayan,Kuriakose Oonnittan,Guy Bleyaert,1,0,0,0,0,0,0,0,1,1,0,0,other,
88 Antop Hill,,119 min,"Mystery, Thriller",4.7,66.0,Kushan Nandy,Atul Kulkarni,Rahul Dev,Suchitra Pillai,0,0,0,0,0,1,0,0,0,1,0,0,other,
9 O' Clock,,124 min,Action,5.3,9.0,Amrit Raj Thakur,Arun Bakshi,Ajeet Goswami,Rohit Rajawat,0,1,0,0,0,0,0,0,0,0,0,0,other,
99,,135 min,"Comedy, Crime, Drama",7.3,,Krishna D.K.,Raj Nidimoru,Kunal Khemu,Boman Irani,1,0,0,1,1,0,0,0,0,0,0,0,other,
99 Songs,,128 min,"Musical, Romance",7.4,,Vishwesh Krishnamoorthy,Ehan Bhat,Edilsy Vargas,Tenzing Dalha,0,0,1,0,0,0,0,1,0,0,0,0,other,
99.9 FM,,90 min,"Crime, Drama",4.8,38.0,Sanjay Bhatia,Shawar Ali,Rajkumar Kanojia,Jai Nagra,1,0,0,0,1,0,0,0,0,0,0,0,other,
A Billion Colour Story,,105 min,Drama,8.1,412.0,Padmakumar Narasimhamurthy,Dhruva Padmakumar,Gaurav Sharma,Vasuki,1,0,0,0,0,0,0,0,0,0,0,0,other,
A Daughter's Tale PANKH,,145 min,Drama,6.3,10.0,Premraaj,Rajinder Verma,Sunil Lahri,Nishigandha Wad,1,0,0,0,0,0,0,0,0,0,0,0,other,
A Death in the Gunj,,110 min,"Drama, Thriller",7.5,,Konkona Sen Sharma,Kalki Koechlin,Vikrant Massey,Gulshan Devaiah,1,0,0,0,0,1,0,0,0,0,0,0,other,
A Far Afternoon: a Painted Saga by Krishen Khanna,,72 min,"Documentary, Biography",7.7,10.0,Sruti Harihara Subramanian,,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
A Film by Aravind,,150 min,"Horror, Mystery",6.8,179.0,Sekhar Suri,Sherlyn Chopra,Rajeev Kanakala,Richard Rishi,0,0,0,0,0,0,0,0,0,1,1,0,other,
A Flat,,103 min,"Drama, Horror, Romance",4.5,202.0,Hemant Madhukar,Jimmy Sheirgill,Sanjay Suri,Hazel Croney,1,0,1,0,0,0,0,0,0,0,1,0,other,
A Flying Jatt,,151 min,"Action, Adventure, Comedy",3.0,,Remo D'Souza,Tiger Shroff,Jacqueline Fernandez,Nathan Jones,0,1,0,1,0,0,0,0,1,0,0,0,other,
A Game Called Relationship,,109 min,"Comedy, Romance",6.3,181.0,Vivek Sharma,Mandy Takhar,Vivek Sharma,Sumit Suri,0,0,1,1,0,0,0,0,0,0,0,0,other,
A Gentleman,,145 min,"Action, Comedy",6.2,,Krishna D.K.,Raj Nidimoru,Sidharth Malhotra,Jacqueline Fernandez,0,1,0,1,0,0,0,0,0,0,0,0,other,
A Gift of Love: Sifar,,95 min,"Drama, Romance",8.0,33.0,Dhruv Sachdev,Sanjay Deyali,Sudha Chandran,Anang Desai,1,0,1,0,0,0,0,0,0,0,0,0,other,
A Journey of Samyak Buddha,,127 min,Drama,7.3,17.0,Praveen Damle,Geeta Agrawal,Jyoti Bagat,Gautam Dhengare,1,0,0,0,0,0,0,0,0,0,0,0,other,
A Mermaid Called Aida,,52 min,Documentary,6.4,7.0,Riyad Vinci Wadia,Aida Banaji,Ajay Mehta,,0,0,0,0,0,0,0,0,0,0,0,0,other,
A New Love Ishtory,,140 min,Romance,6.0,80.0,John Mathew Matthan,Raqesh Bapat,Gurpreet Kaur Chadha,Smita Jaykar,0,0,1,0,0,0,0,0,0,0,0,0,other,
A Rifle and a Bag,,89 min,Documentary,6.8,15.0,Cristina Hanes,Isabella Rinaldi,Arya Rothe,,0,0,0,0,0,0,0,0,0,0,0,0,other,
A Scandall,,112 min,Thriller,3.1,142.0,Ishaan Trivedi,Johnny Baweja,Reeth Mazumder-Roberts,Manav Kaul,0,0,0,0,0,1,0,0,0,0,0,0,other,
A Strange Love Story,,,Drama,3.8,15.0,Tarique Khan,Sahil Seth,Gunjan Bakshi,Snehal Dabi,1,0,0,0,0,0,0,0,0,0,0,0,other,
A Sublime Love Story: Barsaat,,143 min,"Drama, Romance",3.8,627.0,Suneel Darshan,Bobby Deol,Bipasha Basu,Priyanka Chopra Jonas,1,0,1,0,0,0,0,0,0,0,0,0,other,
A Suitable Girl,,90 min,Documentary,6.9,337.0,Sarita Khurana,Smriti Mundhra,Sima Taparia,,0,0,0,0,0,0,0,0,0,0,0,0,other,
A Thin Line,,104 min,Drama,7.9,24.0,Vierendrra Lalit,Trivikram Mattoo,Rahul Roy,Akansha Shivhare,1,0,0,0,0,0,0,0,0,0,0,0,other,
A Treasure in the Snow,,,Documentary,6.9,8.0,Goutam Ghose,,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
A Wednesday,,104 min,"Action, Crime, Drama",8.1,,Neeraj Pandey,Anupam Kher,Naseeruddin Shah,Jimmy Sheirgill,1,1,0,0,1,0,0,0,0,0,0,0,other,
Aa Ab Laut Chalen,,177 min,"Musical, Romance, Drama",5.5,,Rishi Kapoor,Rajesh Khanna,Akshaye Khanna,Aishwarya Rai Bachchan,1,0,1,0,0,0,0,1,0,0,0,0,other,
AA BB KK,,121 min,Drama,8.0,249.0,Ramkumar Shedge,Shravani Abhang,Sajid Ali,Tamannaah Bhatia,1,0,0,0,0,0,0,0,0,0,0,0,other,
Aa Dekhen Zara,,117 min,"Action, Sci-Fi, Thriller",5.0,866.0,Jehangir Surti,Neil Nitin Mukesh,Bipasha Basu,Sophiya Chaudhary,0,1,0,0,0,1,0,0,0,0,0,0,other,
Aa Gale Lag Jaa,,148 min,"Action, Drama, Romance",7.2,348.0,Manmohan Desai,Shashi Kapoor,Sharmila Tagore,Shatrughan Sinha,1,1,1,0,0,0,0,0,0,0,0,0,Manmohan Desai,
Aa Gale Lag Jaa,,158 min,"Mystery, Romance",4.4,115.0,Hamid Ali Khan,Jugal Hansraj,Urmila Matondkar,Paresh Rawal,0,0,1,0,0,0,0,0,0,1,0,0,other,
Aa Gaya Hero,,123 min,Action,2.7,339.0,Dipankar Senapati,Govinda,Richa Sharma,Poonam Pandey,0,1,0,0,0,0,0,0,0,0,0,0,other,
Aa Jao Please,,120 min,Drama,6.8,16.0,Azad Jain,Neha Chauhan,Ganraj Jadhav,Dipak Khetiya,1,0,0,0,0,0,0,0,0,0,0,0,other,
Aaag Hi Aag,,,Action,4.9,28.0,T.L.V. Prasad,Mithun Chakraborty,Jackie Shroff,Sneha,0,1,0,0,0,0,0,0,0,0,0,0,T.L.V. Prasad,
Aabra Ka Daabra,,144 min,Fantasy,2.4,264.0,Dheeraj Kumar,Naveen Bawa,Prabhu Deva,Satish Kaushik,0,0,0,0,0,0,0,0,0,0,0,1,other,
Aabroo,,170 min,"Comedy, Crime, Drama",5.5,21.0,C.L. Rawal,Ashok Kumar,Vimi,Rehman,1,0,0,1,1,0,0,0,0,0,0,0,other,
Aabroo,,,,5.2,5.0,Nazir,,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Aabshar,,,"Drama, Romance",5.0,5.0,Hasrat Lucknowi,Iftekhar,Kuldip Kaur,Raaj Kumar,1,0,1,0,0,0,0,0,0,0,0,0,other,
Aadab Arz,,,,5.2,5.0,V.C. Desai,Nalini Jaywant,Mukesh,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Aadamkhor,,,Action,5.5,6.0,Joginder Shelly,Sona Mastan Mirza,Joginder Shelly,Neelam Mehra,0,1,0,0,0,0,0,0,0,0,0,0,other,
Aadamkhor,,72 min,Horror,7.4,150.0,Kshitij Sharma,Deeya Dey,Anoma Pabuwal,Mahendra Singh Rawat,0,0,0,0,0,0,0,0,0,0,1,0,other,
Aadat Se Majboor,,105 min,"Action, Crime, Drama",5.5,28.0,Ambrish Sangal,Mithun Chakraborty,Rameshwari,Madan Puri,1,1,0,0,1,0,0,0,0,0,0,0,other,
Aadha Din Aadhee Raat,,132 min,Action,5.1,18.0,Doondi,Jalal Agha,Vinod Khanna,Shabana Azmi,0,1,0,0,0,0,0,0,0,0,0,0,other,
Aadhaar,,107 min,Drama,7.6,69.0,Suman Ghosh,Vineet Kumar Singh,Saurabh Shukla,Raghuvir Yadav,1,0,0,0,0,0,0,0,0,0,0,0,other,
Aadharshila,,154 min,Drama,6.4,19.0,Ashok Ahuja,Dolly Ahluwalia,Raja Bundela,Neena Gupta,1,0,0,0,0,0,0,0,0,0,0,0,other,
Aadhi Bhagavan,,157 min,"Action, Crime, Thriller",5.4,568.0,Ameer Sultan,Jayam Ravi,Neetu Chandra,Sudha Chandran,0,1,0,0,1,1,0,0,0,0,0,0,other,
Aadhi Mimansa,,,,6.2,9.0,Apurba Kishore Bir,Mohan Gokhale,Neena Gupta,Ashok Kumar,0,0,0,0,0,0,0,0,0,0,0,0,other,
Aadhi Raat,,115 min,"Drama, Romance",6.7,9.0,S.K. Ojha,Cuckoo,Jeevan,Kuldip Kaur,1,0,1,0,0,0,0,0,0,0,0,0,other,
Aadmi,,175 min,"Drama, Romance",6.8,196.0,A. Bhimsingh,Dilip Kumar,Waheeda Rehman,Manoj Kumar,1,0,1,0,0,0,0,0,0,0,0,0,other,
Aadmi,,153 min,"Action, Crime, Drama",6.5,97.0,Arshad Khan,Ajit,Vikas Anand,Arjun,1,1,0,0,1,0,0,0,0,0,0,0,other,
Aadmi Aur Apsara,,142 min,Fantasy,6.7,66.0,J. Om Prakash,K. Raghavendra Rao,Chiranjeevi,Amrish Puri,0,0,0,0,0,0,0,0,0,0,0,1,J. Om Prakash,
Aadmi Aur Insaan,,168 min,"Drama, Romance, Thriller",6.2,149.0,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan,1,0,1,0,0,1,0,0,0,0,0,0,Yash Chopra,
Aadmi Khilona Hai,,158 min,"Drama, Romance",5.0,142.0,J. Om Prakash,Jeetendra,Reena Roy,Govinda,1,0,1,0,0,0,0,0,0,0,0,0,J. Om Prakash,
Aadmi Ki Aurat Aur Anya Kahaniya,,78 min,Drama,7.6,62.0,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi,1,0,0,0,0,0,0,0,0,0,0,0,other,
Aadmi Sadak Ka,,138 min,"Drama, Family",5.4,34.0,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera,1,0,0,0,0,0,1,0,0,0,0,0,other,
Aadupuliyattam,,145 min,Horror,4.2,266.0,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri,0,0,0,0,0,0,0,0,0,0,1,0,other,
Aafat,,148 min,"Crime, Drama",5.3,17.0,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.,1,0,0,0,1,0,0,0,0,0,0,0,other,
Aag,,138 min,"Musical, Romance",7.4,357.0,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana,0,0,1,0,0,0,0,1,0,0,0,0,other,
Aag,,,"Action, Drama",6.2,29.0,Naresh Kumar,Feroz Khan,Mumtaz,Achala Sachdev,1,1,0,0,0,0,0,0,0,0,0,0,other,
Aag,,139 min,"Action, Comedy, Drama",4.6,227.0,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre,1,1,0,1,0,0,0,0,0,0,0,0,other,
Aag Andhi Aur Toofan,,,"Action, Thriller",3.1,11.0,Kanti Shah,Amit Dhamija,Mukesh Khanna,Kiran Kumar,0,1,0,0,0,1,0,0,0,0,0,0,Kanti Shah,
Aag Aur Chingari,,133 min,Action,4.1,13.0,Kanti Shah,Alpana,Aparajita,Asrani,0,1,0,0,0,0,0,0,0,0,0,0,Kanti Shah,
Aag Aur Daag,,,"Action, Comedy, Drama",3.7,14.0,A. Salaam,Joy Mukherjee,Poonam Sinha,Master Bhagwan,1,1,0,1,0,0,0,0,0,0,0,0,other,
Aag Aur Shola,,,"Action, Drama, Romance",4.1,42.0,K. Bapaiah,Jeetendra,Sridevi,Mandakini,1,1,1,0,0,0,0,0,0,0,0,0,K. Bapaiah,
Aag Hi Aag,,170 min,Action,5.3,93.0,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee,0,1,0,0,0,0,0,0,0,0,0,0,Shibu Mitra,
Aag Ka Dariya,,,Action,4.2,22.0,S.V. Rajendra Singh Babu,Avtar Gill,Rajiv Kapoor,Padmini Kolhapure,0,1,0,0,0,0,0,0,0,0,0,0,other,
Aag Ka Gola,,180 min,"Action, Drama",4.8,101.0,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh,1,1,0,0,0,0,0,0,0,0,0,0,David Dhawan,
Aag Ka Toofaan,,137 min,Action,4.8,21.0,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani,0,1,0,0,0,0,0,0,0,0,0,0,Kanti Shah,
Aag Ke Sholay,,138 min,"Action, Thriller",3.4,7.0,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi,0,1,0,0,0,1,0,0,0,0,0,0,other,
Aag Laga Do Sawan Ko,,,"Drama, Romance",5.7,7.0,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel,1,0,1,0,0,0,0,0,0,0,0,0,other,
Aag Se Khelenge,,151 min,Action,5.0,52.0,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor,0,1,0,0,0,0,0,0,0,0,0,0,Subhash Ghai,
Aagaah: The Warning,,,"Drama, Horror, Thriller",3.6,23.0,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain,1,0,0,0,0,1,0,0,0,0,1,0,other,
Aage Badho,,,Drama,6.0,6.0,Yeshwant Pethkar,Dev Anand,Madhu Apte,Khurshid Begum,1,0,0,0,0,0,0,0,0,0,0,0,other,
Aage Ki Soch,,,Comedy,4.8,30.0,Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke,0,0,0,1,0,0,0,0,0,0,0,0,other,
Aage Maut Peeche Maut,,78 min,Horror,3.1,7.0,A.T. Joy,Lekha Pande,Vimal Raj,Shakila,0,0,0,0,0,0,0,0,0,0,1,0,other,
Aagey Se Right,,117 min,"Comedy, Crime, Drama",5.0,381.0,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra,1,0,0,1,1,0,0,0,0,0,0,0,other,
Aaghaaz,,153 min,"Action, Crime, Drama",4.2,274.0,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar,1,1,0,0,1,0,0,0,0,0,0,0,other,
Aagman,,,Drama,4.8,8.0,Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria,1,0,0,0,0,0,0,0,0,0,0,0,other,
Aah,,150 min,"Drama, Musical, Romance",7.2,275.0,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi,1,0,1,0,0,0,0,1,0,0,0,0,other,
Aahat - Ek Ajeeb Kahani,,,Thriller,6.4,10.0,Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra,0,0,0,0,0,1,0,0,0,0,0,0,other,
Aahuti,,135 min,"Action, Drama",6.0,25.0,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan,1,1,0,0,0,0,0,0,0,0,0,0,other,
Aaina,,149 min,"Drama, Romance",6.0,448.0,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh,1,0,1,0,0,0,0,0,0,0,0,0,other,
Aaina,,150 min,Drama,6.8,94.0,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal,1,0,0,0,0,0,0,0,0,0,0,0,other,
Aaina,,,"Drama, Romance",3.2,5.0,S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope,1,0,1,0,0,0,0,0,0,0,0,0,other,
Aaj,,116 min,Drama,5.5,281.0,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran,1,0,0,0,0,0,0,0,0,0,0,0,Mahesh Bhatt,
Aaj Aur Kal,,,"Comedy, Sci-Fi",4.1,8.0,Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed,0,0,0,1,0,0,0,0,0,0,0,0,other,
Aaj Aur Kal,,144 min,"Drama, Romance",5.6,52.0,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda,1,0,1,0,0,0,0,0,0,0,0,0,other,
Aaj Ka Aladdin,,,,6.0,5.0,Nagendra Majumdar,,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Aaj Ka Andha Kanoon,,46 min,Action,3.1,15.0,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali,0,1,0,0,0,0,0,0,0,0,0,0,other,
Aaj Ka Arjun,,164 min,"Action, Crime, Drama",4.7,586.0,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar,1,1,0,0,1,0,0,0,0,0,0,0,other,
Aaj Ka Daur,,153 min,"Action, Drama",5.1,40.0,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy,1,1,0,0,0,0,0,0,0,0,0,0,K. Bapaiah,
Aaj Ka Gang Leader,,,Action,5.6,29.0,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha,0,1,0,0,0,0,0,0,0,0,0,0,other,
Aaj Ka Goonda Raaj,,147 min,"Action, Thriller",5.3,144.0,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar,0,1,0,0,0,1,0,0,0,0,0,0,other,
Aaj Ka Gunda,,,"Action, Thriller",4.7,23.0,Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor,0,1,0,0,0,1,0,0,0,0,0,0,Kanti Shah,
Aaj Ka Gunda Raaj,,,Action,6.0,46.0,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji,0,1,0,0,0,0,0,0,0,0,0,0,other,
Aaj Ka Laawaris,,,Action,5.7,17.0,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar,0,1,0,0,0,0,0,0,0,0,0,0,other,
Aaj Ka Mahaatma,,170 min,"Action, Romance",3.5,23.0,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet,0,1,1,0,0,0,0,0,0,0,0,0,other,
Aaj Ka Nanha Farishta,,,"Action, Crime, Thriller",5.8,8.0,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar,0,1,0,0,1,1,0,0,0,0,0,0,other,
Aaj Ka Ravan,,128 min,"Action, Crime",4.3,31.0,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,0,1,0,0,1,0,0,0,0,0,0,0,other,
Aaj Ka Samson,,123 min,"Action, Romance",3.1,14.0,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor,0,1,1,0,0,0,0,0,0,0,0,0,other,
Aaj Ka Ye Ghar,,,Drama,4.5,10.0,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma,1,0,0,0,0,0,0,0,0,0,0,0,other,
Aaj Kaa M.L.A. Ram Avtar,,157 min,"Action, Drama",5.8,65.0,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma,1,1,0,0,0,0,0,0,0,0,0,0,other,
Aaj Ke Angaarey,,128 min,"Action, Drama",5.0,26.0,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh,1,1,0,0,0,0,0,0,0,0,0,0,other,
Aaj Ke Shahenshah,,132 min,Action,3.3,15.0,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday,0,1,0,0,0,0,0,0,0,0,0,0,Shibu Mitra,
Aaj Ke Sholey,,,Adventure,5.3,37.0,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri,0,0,0,0,0,0,0,0,1,0,0,0,other,
Aaj Ki Awaz,,137 min,"Action, Drama, Crime",5.6,79.0,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan,1,1,0,0,1,0,0,0,0,0,0,0,other,
Aaj Ki Taaza Khabar,,,Comedy,7.3,88.0,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar,0,0,0,1,0,0,0,0,0,0,0,0,other,
Aaj Kie Aurat,,,"Action, Drama",3.8,14.0,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta,1,1,0,0,0,0,0,0,0,0,0,0,other,
Aaja Meri Jaan,,162 min,Romance,4.4,30.0,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor,0,0,1,0,0,0,0,0,0,0,0,0,other,
Aaja Nachle,,137 min,"Drama, Family, Music",6.2,,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav,1,0,0,0,0,0,1,0,0,0,0,0,other,
Aaja Sanam,,121 min,"Drama, Romance",6.7,14.0,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma,1,0,1,0,0,0,0,0,0,0,0,0,other,
Aaja Sanam,,,"Drama, Romance",3.3,7.0,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp,1,0,1,0,0,0,0,0,0,0,0,0,other,
Aakhir Kaun Thi Woh?,,,"Action, Mystery, Thriller",4.4,5.0,Bapu,Raj Babbar,Raza Murad,Sripradha,0,1,0,0,0,1,0,0,0,1,0,0,other,
Aakhir Kyon?,,,Drama,6.6,158.0,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan,1,0,0,0,0,0,0,0,0,0,0,0,J. Om Prakash,
Aakhree Raasta,,164 min,"Action, Crime, Drama",7.1,,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada,1,1,0,0,1,0,0,0,0,0,0,0,other,
Aakhri Adaalat,,148 min,"Action, Thriller",5.2,78.0,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff,0,1,0,0,0,1,0,0,0,0,0,0,other,
Aakhri Baazi,,149 min,"Action, Drama, Family",4.1,53.0,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,1,1,0,0,0,0,1,0,0,0,0,0,other,
Aakhri Badla,,120 min,"Action, Crime, Drama",5.0,21.0,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya,1,1,0,0,1,0,0,0,0,0,0,0,other,
Aakhri Cheekh,,,Horror,4.8,47.0,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha,0,0,0,0,0,0,0,0,0,0,1,0,other,
Aakhri Daao,,,"Action, Crime, Drama",5.5,29.0,A. Salaam,Jeetendra,Saira Banu,Padma Khanna,1,1,0,0,1,0,0,0,0,0,0,0,other,
Aakhri Daku,,,Action,5.6,21.0,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha,0,1,0,0,0,0,0,0,0,0,0,0,Prakash Mehra,
